snapshot_date,batch_id,hospital_id,medicine_id,quantity_units,unit,unit_cost_npr,received_date,expiry_date,days_to_expiry,reorder_level,avg_daily_use,days_of_cover,stock_status,supplier,storage_condition
2026-06-30,BATCH-000159,DEMO-02,MED-012,1832,tablet,1.2,2024-09-29,2027-06-05,340,2027,202.726,9.04,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000160,DEMO-02,MED-012,5311,tablet,1.2,2024-06-25,2027-04-30,304,2027,202.726,26.2,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000161,DEMO-02,MED-013,9823,bag,55.0,2025-08-01,2026-08-07,38,1239,123.94,79.26,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000162,DEMO-02,MED-014,7852,bag,45.0,2025-11-18,2027-10-14,471,2085,208.548,37.65,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000163,DEMO-02,MED-014,12242,bag,45.0,2026-06-23,2028-04-12,652,2085,208.548,58.7,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000164,DEMO-02,MED-015,1706,bag,48.0,2026-06-29,2028-02-17,597,909,90.929,18.76,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000165,DEMO-02,MED-015,905,bag,48.0,2026-03-18,2027-04-06,280,909,90.929,9.95,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000166,DEMO-02,MED-015,921,bag,48.0,2026-01-24,2027-08-19,415,909,90.929,10.13,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000167,DEMO-02,MED-016,204,tablet,15.0,2025-09-23,2027-02-07,222,241,24.143,8.45,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000168,DEMO-02,MED-016,262,tablet,15.0,2025-10-12,2027-04-15,289,241,24.143,10.85,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000169,DEMO-02,MED-017,65,tablet,1.8,2026-05-22,2028-10-02,825,109,10.952,5.93,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-000170,DEMO-02,MED-017,178,tablet,1.8,2025-06-28,2027-06-26,361,109,10.952,16.25,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000171,DEMO-02,MED-018,772,unit,180.0,2026-05-25,2028-04-05,645,381,38.167,20.23,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000172,DEMO-02,MED-018,934,unit,180.0,2026-03-12,2027-02-27,242,381,38.167,24.47,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000173,DEMO-02,MED-019,1193,ampoule,30.0,2025-04-23,2026-07-08,8,452,45.298,26.34,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000174,DEMO-02,MED-019,779,ampoule,30.0,2026-05-27,2028-06-01,702,452,45.298,17.2,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000175,DEMO-02,MED-019,1669,ampoule,30.0,2026-02-15,2027-04-17,291,452,45.298,36.85,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000176,DEMO-02,MED-020,934,bottle,55.0,2026-06-04,2028-06-11,712,491,49.155,19.0,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000177,DEMO-02,MED-020,537,bottle,55.0,2026-05-18,2028-03-19,628,491,49.155,10.92,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000178,DEMO-02,MED-020,902,bottle,55.0,2024-11-21,2026-10-05,97,491,49.155,18.35,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000179,DEMO-02,MED-021,895,tablet,1.0,2025-06-10,2028-05-03,673,1701,170.167,5.26,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000180,DEMO-02,MED-022,4704,tablet,2.5,2024-05-04,2026-11-04,127,1168,116.869,40.25,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000181,DEMO-02,MED-023,3282,tablet,1.5,2025-03-13,2027-02-21,236,1737,173.798,18.88,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000182,DEMO-02,MED-023,3823,tablet,1.5,2025-04-22,2027-03-22,265,1737,173.798,22.0,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000183,DEMO-02,MED-024,205,vial,450.0,2025-07-07,2027-03-11,254,247,24.702,8.3,LOW_STOCK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000184,DEMO-02,MED-024,57,vial,450.0,2026-05-24,2028-04-28,668,247,24.702,2.31,LOW_STOCK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000185,DEMO-02,MED-024,147,vial,450.0,2026-04-24,2027-08-09,405,247,24.702,5.95,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-000186,DEMO-02,MED-025,4068,tablet,3.0,2026-06-14,2029-01-10,925,1190,119.095,34.16,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000187,DEMO-02,MED-025,3373,tablet,3.0,2026-05-30,2029-01-22,937,1190,119.095,28.32,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000188,DEMO-02,MED-025,4711,tablet,3.0,2026-01-22,2028-08-06,768,1190,119.095,39.56,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000189,DEMO-02,MED-026,4112,tablet,0.8,2023-12-28,2026-10-13,105,1746,174.607,23.55,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000190,DEMO-02,MED-026,2053,tablet,0.8,2024-08-21,2027-06-21,356,1746,174.607,11.76,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000191,DEMO-02,MED-026,2674,tablet,0.8,2026-05-18,2029-05-30,1065,1746,174.607,15.31,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000192,DEMO-02,MED-027,3711,capsule,2.0,2026-02-18,2028-12-02,886,2695,269.571,13.77,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000193,DEMO-02,MED-027,7726,capsule,2.0,2025-06-20,2028-02-03,583,2695,269.571,28.66,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000194,DEMO-02,MED-028,565,tablet,6.0,2024-11-08,2026-12-29,182,923,92.357,6.12,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000195,DEMO-02,MED-029,353,tablet,1.5,2024-08-21,2027-06-04,339,658,65.821,5.36,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-000196,DEMO-02,MED-029,980,tablet,1.5,2026-06-26,2029-05-10,1045,658,65.821,14.89,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000197,DEMO-02,MED-030,306,bottle_100ml,85.0,2023-12-07,2026-08-02,33,337,33.786,9.06,LOW_AND_NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000198,DEMO-02,MED-030,522,bottle_100ml,85.0,2025-02-10,2026-07-13,13,337,33.786,15.45,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000199,DEMO-02,MED-031,5903,pair,25.0,2025-06-04,2028-10-02,825,2785,278.548,21.19,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000200,DEMO-02,MED-031,3783,pair,25.0,2022-01-27,2026-12-14,167,2785,278.548,13.58,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000201,DEMO-02,MED-031,3935,pair,25.0,2026-05-04,2029-07-01,1097,2785,278.548,14.13,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000202,DEMO-02,MED-032,25253,piece,5.0,2026-05-31,2030-12-31,1645,3371,337.155,74.9,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000203,DEMO-02,MED-033,2525,piece,35.0,2024-03-18,2026-07-30,30,1261,126.19,20.01,NEAR_EXPIRY,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000204,DEMO-02,MED-034,2417,vial,25.0,2025-01-25,2026-07-24,24,237,23.762,101.72,NEAR_EXPIRY,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-000205,DEMO-02,MED-035,163,vial,350.0,2025-07-14,2026-11-02,125,103,10.345,15.76,OK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000206,DEMO-02,MED-036,3421,tablet,0.5,2025-05-10,2026-12-03,156,2003,200.369,17.07,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000207,DEMO-02,MED-036,5979,tablet,0.5,2025-05-19,2027-01-06,190,2003,200.369,29.84,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000208,DEMO-02,MED-037,1508,tablet,8.0,2025-04-24,2026-08-17,48,349,34.952,43.14,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000209,DEMO-02,MED-038,642,ampoule,12.0,2025-05-29,2027-05-05,309,431,43.155,14.88,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000210,DEMO-02,MED-038,530,ampoule,12.0,2026-06-13,2027-10-26,483,431,43.155,12.28,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000211,DEMO-02,MED-039,1516,ampoule,10.0,2026-06-10,2029-05-29,1064,316,31.607,47.96,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000212,DEMO-02,MED-040,207,ampoule,28.0,2024-11-01,2027-07-18,383,241,24.179,8.56,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000213,DEMO-02,MED-040,127,ampoule,28.0,2024-06-14,2026-07-18,18,241,24.179,5.25,LOW_AND_NEAR_EXPIRY,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000214,DEMO-02,MED-040,164,ampoule,28.0,2026-02-23,2028-07-16,747,241,24.179,6.78,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000215,DEMO-02,MED-041,86,vial,180.0,2025-04-05,2027-02-19,234,43,4.321,19.9,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000216,DEMO-02,MED-041,108,vial,180.0,2026-06-24,2028-04-16,656,43,4.321,24.99,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000217,DEMO-02,MED-042,62,vial,1200.0,2026-06-02,2028-03-17,626,25,2.5,24.8,OK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-000218,DEMO-02,MED-042,167,vial,1200.0,2024-10-17,2026-09-25,87,25,2.5,66.8,NEAR_EXPIRY,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-000219,DEMO-02,MED-043,103,vial,3500.0,2026-06-19,2028-05-31,701,21,2.155,47.8,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000220,DEMO-02,MED-043,115,vial,3500.0,2026-05-10,2027-12-25,543,21,2.155,53.37,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000221,DEMO-02,MED-044,99,vial,450.0,2025-12-07,2027-01-19,203,21,2.167,45.69,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000222,DEMO-02,MED-045,464,tablet,15.0,2025-04-19,2026-08-19,50,100,10.071,46.07,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000223,DEMO-02,MED-045,236,tablet,15.0,2025-08-04,2026-07-08,8,100,10.071,23.43,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000224,DEMO-02,MED-045,337,tablet,15.0,2024-09-20,2026-08-19,50,100,10.071,33.46,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000225,DEMO-02,MED-046,17,prefilled,4500.0,2025-07-29,2026-07-25,25,12,1.214,14.0,NEAR_EXPIRY,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-000226,DEMO-02,MED-046,35,prefilled,4500.0,2025-09-22,2026-07-30,30,12,1.214,28.82,NEAR_EXPIRY,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000227,DEMO-02,MED-047,3256,sachet,6.0,2025-02-04,2026-08-14,45,1085,108.524,30.0,NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000228,DEMO-02,MED-047,1744,sachet,6.0,2023-10-22,2026-08-16,47,1085,108.524,16.07,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000229,DEMO-02,MED-047,4126,sachet,6.0,2024-06-27,2026-08-06,37,1085,108.524,38.02,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000230,DEMO-02,MED-048,809,bottle,65.0,2025-08-27,2026-11-01,124,385,38.595,20.96,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000231,DEMO-02,MED-049,254,capsule,2.0,2024-08-21,2026-07-07,7,465,46.548,5.46,LOW_AND_NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000232,DEMO-02,MED-049,583,capsule,2.0,2025-11-02,2026-08-29,60,465,46.548,12.52,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000233,DEMO-02,MED-050,184,vial,120.0,2025-07-14,2026-08-05,36,361,36.155,5.09,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-000234,DEMO-02,MED-050,373,vial,120.0,2025-10-14,2026-08-18,49,361,36.155,10.32,NEAR_EXPIRY,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-000235,DEMO-02,MED-051,304,vial,80.0,2025-01-28,2027-01-02,186,245,24.536,12.39,OK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000236,DEMO-02,MED-051,439,vial,80.0,2025-07-06,2026-12-01,154,245,24.536,17.89,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000237,DEMO-02,MED-052,2933,kit,25.0,2025-10-07,2027-09-21,448,773,77.333,37.93,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000238,DEMO-02,MED-053,4102,ampoule,35.0,2026-05-01,2028-01-28,577,447,44.798,91.57,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000239,DEMO-02,MED-054,700,tablet,20.0,2025-08-18,2027-05-31,335,347,34.75,20.14,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000240,DEMO-02,MED-054,184,tablet,20.0,2026-06-10,2028-06-15,716,347,34.75,5.29,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000241,DEMO-02,MED-054,447,tablet,20.0,2025-06-12,2026-11-20,143,347,34.75,12.86,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000242,DEMO-02,MED-055,812,ampoule,18.0,2026-06-25,2029-05-29,1064,197,19.774,41.06,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000243,DEMO-02,MED-056,110,ampoule,45.0,2023-11-25,2026-10-03,95,164,16.429,6.7,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000244,DEMO-02,MED-056,178,ampoule,45.0,2025-08-25,2028-07-20,751,164,16.429,10.83,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000245,DEMO-02,MED-057,127,bottle,55.0,2026-06-17,2027-10-04,461,126,12.679,10.02,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000246,DEMO-02,MED-057,109,bottle,55.0,2026-06-21,2028-06-10,711,126,12.679,8.6,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000247,DEMO-02,MED-057,116,bottle,55.0,2026-02-14,2028-01-22,571,126,12.679,9.15,LOW_STOCK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000248,DEMO-02,MED-058,406,bottle,90.0,2026-02-01,2027-01-12,196,86,8.69,46.72,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000249,DEMO-02,MED-059,290,bottle,70.0,2026-05-27,2028-05-31,701,78,7.869,36.85,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000250,DEMO-02,MED-060,134,vial,2500.0,2025-09-30,2027-06-13,348,60,6.024,22.25,OK,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-000251,DEMO-02,MED-060,142,vial,2500.0,2025-12-19,2026-12-22,175,60,6.024,23.57,OK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000252,DEMO-02,MED-061,240,ampoule,25.0,2025-10-18,2027-05-08,312,135,13.524,17.75,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000253,DEMO-02,MED-061,216,ampoule,25.0,2025-08-07,2027-07-25,390,135,13.524,15.97,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000254,DEMO-02,MED-062,237,ampoule,12.0,2024-11-14,2026-07-12,12,94,9.476,25.01,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000255,DEMO-02,MED-062,221,ampoule,12.0,2024-05-01,2026-08-21,52,94,9.476,23.32,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000256,DEMO-02,MED-062,332,ampoule,12.0,2024-12-21,2026-08-18,49,94,9.476,35.04,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000257,DEMO-02,MED-063,79,vial,850.0,2026-01-22,2027-10-07,464,80,8.083,9.77,LOW_STOCK,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-000258,DEMO-02,MED-063,234,vial,850.0,2025-12-05,2027-05-15,319,80,8.083,28.95,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000259,DEMO-02,MED-064,2877,roll,80.0,2022-12-31,2027-10-08,465,722,72.214,39.84,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000260,DEMO-02,MED-064,2763,roll,80.0,2022-12-30,2027-01-03,187,722,72.214,38.26,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000261,DEMO-02,MED-065,308,unit,0.0,2026-06-23,2026-07-08,8,149,14.917,20.65,NEAR_EXPIRY,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-000262,DEMO-02,MED-065,335,unit,0.0,2026-05-26,2026-07-31,31,149,14.917,22.46,NEAR_EXPIRY,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000263,DEMO-02,MED-066,166,unit,0.0,2026-06-17,2026-07-09,9,107,10.726,15.48,NEAR_EXPIRY,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000264,DEMO-02,MED-066,55,unit,0.0,2026-06-18,2026-07-07,7,107,10.726,5.13,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-000265,DEMO-02,MED-066,146,unit,0.0,2026-06-17,2026-07-28,28,107,10.726,13.61,NEAR_EXPIRY,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-000266,DEMO-02,MED-067,1438,vial,40.0,2024-06-28,2026-07-29,29,400,40.071,35.89,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000267,DEMO-02,MED-067,2159,vial,40.0,2024-07-02,2026-08-15,46,400,40.071,53.88,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000268,DEMO-02,MED-068,87,vial,180.0,2024-09-16,2026-07-22,22,127,12.774,6.81,LOW_AND_NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000269,DEMO-02,MED-068,38,vial,180.0,2024-03-21,2026-07-27,27,127,12.774,2.97,LOW_AND_NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-000270,DEMO-02,MED-068,64,vial,180.0,2024-01-23,2026-07-21,21,127,12.774,5.01,LOW_AND_NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000271,DEMO-02,MED-069,267,ampoule,95.0,2024-01-26,2026-07-20,20,156,15.607,17.11,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000272,DEMO-02,MED-069,358,ampoule,95.0,2024-07-02,2026-08-22,53,156,15.607,22.94,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000273,DEMO-02,MED-070,1246,sachet,120.0,2026-02-26,2027-02-26,241,364,36.464,34.17,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000274,DEMO-02,MED-071,166,ampoule,150.0,2025-08-07,2027-01-01,185,121,12.131,13.68,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000275,DEMO-02,MED-071,199,ampoule,150.0,2025-07-01,2026-09-05,67,121,12.131,16.4,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000276,DEMO-02,MED-072,214,vial,650.0,2026-05-31,2028-04-05,645,242,24.238,8.83,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-000277,DEMO-02,MED-072,277,vial,650.0,2025-11-16,2027-08-27,423,242,24.238,11.43,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000278,DEMO-03,MED-001,286,tablet,1.5,2024-06-05,2026-10-26,118,287,28.738,9.95,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-000279,DEMO-03,MED-001,143,tablet,1.5,2026-06-09,2028-09-13,806,287,28.738,4.98,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000280,DEMO-03,MED-001,353,tablet,1.5,2026-04-20,2027-07-21,386,287,28.738,12.28,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000281,DEMO-03,MED-002,110,bottle,45.0,2026-03-04,2027-08-06,402,42,4.262,25.81,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000282,DEMO-03,MED-003,562,tablet,2.5,2025-10-16,2028-03-16,625,252,25.202,22.3,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000283,DEMO-03,MED-003,489,tablet,2.5,2026-01-01,2027-06-25,360,252,25.202,19.4,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000284,DEMO-03,MED-004,73,ampoule,25.0,2025-01-23,2026-10-23,115,87,8.762,8.33,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000285,DEMO-03,MED-004,108,ampoule,25.0,2026-02-15,2027-08-13,409,87,8.762,12.33,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000286,DEMO-03,MED-005,59,capsule,6.0,2025-03-06,2026-11-06,129,309,30.952,1.91,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000287,DEMO-03,MED-006,272,tablet,35.0,2025-04-10,2026-08-19,50,137,13.774,19.75,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000288,DEMO-03,MED-006,427,tablet,35.0,2025-06-06,2026-07-17,17,137,13.774,31.0,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000289,DEMO-03,MED-007,189,tablet,40.0,2026-06-26,2028-03-31,640,95,9.571,19.75,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000290,DEMO-03,MED-008,648,tablet,8.0,2026-06-27,2029-05-11,1046,150,15.036,43.1,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000291,DEMO-03,MED-008,254,tablet,8.0,2026-06-28,2028-04-14,654,150,15.036,16.89,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000292,DEMO-03,MED-008,306,tablet,8.0,2026-06-22,2029-02-28,974,150,15.036,20.35,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000293,DEMO-03,MED-009,224,vial,85.0,2026-01-14,2027-11-22,510,131,13.107,17.09,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000294,DEMO-03,MED-010,630,tablet,2.0,2023-09-09,2026-07-14,14,132,13.262,47.5,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000295,DEMO-03,MED-011,174,sachet,8.0,2024-12-23,2026-12-26,179,161,16.107,10.8,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000296,DEMO-03,MED-011,301,sachet,8.0,2026-05-08,2028-01-21,570,161,16.107,18.69,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000297,DEMO-03,MED-012,189,tablet,1.2,2024-10-21,2027-07-09,374,114,11.464,16.49,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000298,DEMO-03,MED-012,129,tablet,1.2,2025-01-23,2027-07-19,384,114,11.464,11.25,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000299,DEMO-03,MED-012,228,tablet,1.2,2026-06-20,2028-07-22,753,114,11.464,19.89,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000300,DEMO-03,MED-013,706,bag,55.0,2025-01-24,2026-08-20,51,190,19.048,37.06,NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-000301,DEMO-03,MED-014,31,bag,45.0,2025-07-21,2026-09-07,69,307,30.726,1.01,LOW_AND_NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000302,DEMO-03,MED-014,46,bag,45.0,2026-05-02,2027-05-23,327,307,30.726,1.5,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000303,DEMO-03,MED-015,764,bag,48.0,2026-06-15,2027-10-04,461,161,16.155,47.29,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000304,DEMO-03,MED-016,42,tablet,15.0,2026-05-22,2028-04-29,669,12,1.214,34.59,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000305,DEMO-03,MED-017,6,tablet,1.8,2026-06-19,2028-04-29,669,5,0.571,10.5,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000306,DEMO-03,MED-017,4,tablet,1.8,2026-06-23,2029-02-23,969,5,0.571,7.0,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000307,DEMO-03,MED-017,5,tablet,1.8,2026-06-06,2029-06-10,1076,5,0.571,8.75,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000308,DEMO-03,MED-018,40,unit,180.0,2025-03-19,2026-08-06,37,19,1.976,20.24,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000309,DEMO-03,MED-018,16,unit,180.0,2026-06-20,2028-04-18,658,19,1.976,8.1,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000310,DEMO-03,MED-018,32,unit,180.0,2025-10-11,2027-03-01,244,19,1.976,16.19,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000311,DEMO-03,MED-019,50,ampoule,30.0,2025-09-03,2027-06-22,357,25,2.583,19.35,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000312,DEMO-03,MED-019,25,ampoule,30.0,2025-11-27,2027-10-20,477,25,2.583,9.68,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000313,DEMO-03,MED-019,39,ampoule,30.0,2025-03-13,2026-07-29,29,25,2.583,15.1,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000314,DEMO-03,MED-020,14,bottle,55.0,2025-08-01,2026-07-11,11,15,1.583,8.84,LOW_AND_NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000315,DEMO-03,MED-020,12,bottle,55.0,2024-08-23,2026-08-04,35,15,1.583,7.58,LOW_AND_NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000316,DEMO-03,MED-020,30,bottle,55.0,2024-10-11,2026-07-30,30,15,1.583,18.95,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000317,DEMO-03,MED-021,106,tablet,1.0,2025-06-25,2027-11-25,513,85,8.571,12.37,OK,UNICEF Supply,Ambient
